ukrajinet-146-n	['асоціація', "з'єднання"]	[[['i109818', 'i55724', 'i37075', 'i75435', 'i55316', 'i36186', 'i55281'], [" з'єднувальна форма", " застібка, яка слугує для з'єднання або приєднання", ' перехід з одного виду транспорту на інший', " виникнення об'єднання окремих частин", " те, що приєднує або з'єднує", " акт з'єднання або прилягання речей", " з'єднання, за допомогою якого частини або предмети з'єднуються разом"], ['connection: a connecting shape', 'linkup: a fastener that serves to join or connect', 'connexion: shifting from one form of transportation to another', 'union: the occurrence of a uniting of separate parts', 'junction: something that joins or connects', 'junction: an act of joining or adjoining things', 'joint: junction by which parts or objects are joined together']]]
ukrajinet-147-n	['аспірація', 'надимання']	[[['i71812', 'i39800'], [' зневажливе зауваження', ' акт вдиху'], ['aspersion: a disparaging remark', 'aspiration: the act of inhaling']]]
ukrajinet-164-n	['атмосфера', 'середовище газове']	[[['i81693', 'i81717'], [' атмосфера середовища', ' маса повітря, що оточує Землю'], ['ambiance: the atmosphere of an environment', 'atmosphere: the mass of air surrounding the Earth']]]
ukrajinet-175-n	['база', 'основа', 'селитва', 'підстава']	[[['i71469', 'i50502'], [' нижня межа', " об'єкт, з якого військові сили починають операції"], ['base: a lower limit', 'base: installation from which a military force initiates operations']], [['i50499', 'i50504', 'i109476', 'i113852'], [' опора або фундамент', ' основний інгредієнт суміші', ' найважливіша або необхідна частина чогось', ' будь-яка з різних водорозчинних сполук, здатних забарвлювати лакмус у синій колір і реагувати з кислотою з утворенням солі та води'], ['base: a support or foundation', 'base: the principal ingredient of a mixture', 'basis: the most important or necessary part of something', 'base: any of various water-soluble compounds capable of turning litmus blue and reacting with an acid to form a salt and water']], [['i84878'], [' раціональний мотив для переконання або дії'], ['ground: a rational motive for a belief or action']]]
ukrajinet-182-n	['баласт', 'савур']	[[['i114236', 'i50392'], [' крупний гравій, що укладається для формування дорожнього полотна для вулиць і залізниць', ' будь-який важкий матеріал, що використовується для стабілізації корабля або дирижабля'], ['ballast: coarse gravel laid to form a bed for streets and railroads', 'ballast: any heavy material used to stabilize a ship or airship']]]
ukrajinet-187-n	['барабан']	[[['i75496', 'i30401'], [' звук барабана', ' гра на ударному інструменті'], ['drum: the sound of a drum', 'drum: play a percussion instrument']]]
ukrajinet-188-n	['барвник', 'забарвлювач', 'речовина забарвлювальна']	[[['i23133', 'i76518'], [' забарвлення барвником', ' засвоювана речовина, що використовується для надання кольору їжі'], ['dye: color with dye', 'colouring: a digestible substance used to give color to food']]]
ukrajinet-198-n	['батискаф', 'глибинник']	[[['i50566', 'i50567'], [' судно для глибоководних занурень для підводних досліджень', ' сферичний апарат для глибоководного занурення (опускається на тросі) для підводних досліджень'], ['bathyscaph: navigable deep diving vessel for underwater exploration', 'bathysphere: spherical deep diving apparatus (lowered by a cable) for underwater exploration']]]
ukrajinet-242-v	['блищати', 'яріти', 'лищати']	[[['i35332', 'i27863'], [' бути визначним або видатним', ' робити (поверхню) блискучою'], ['shine: be distinguished or eminent', 'shine: make (a surface) shine']]]
ukrajinet-243-n	['блиск']	[[['i61669', 'i61763', 'i63017'], [' блискуча сяюча краса', ' поверхневе покриття для кераміки або порцеляни', ' якість, яка затьмарює звичайне'], ['resplendency: brilliant radiant beauty', 'luster: a surface coating for ceramics or porcelain', 'brilliancy: a quality that outshines the usual']]]
ukrajinet-245-n	['блискавка', 'розряд грозовий', 'лискавка', 'грімниця']	[[['i98135', 'i75667'], [' розряд блискавки, що супроводжується громом', ' спалах світла, що супроводжує електричний розряд в атмосфері (або щось, що нагадує такий спалах)'], ['thunderbolt: a discharge of lightning accompanied by thunder', 'lightning: the flash of light that accompanies an electric discharge in the atmosphere (or something resembling such a flash)']]]
ukrajinet-248-n	['блок']	[[['i29101', 'i50855', 'i53423', 'i110067', 'i80089'], [' заблокувати прохід', ' перешкода в трубі або трубі', ' металевий виливок, що містить циліндри та канали охолодження двигуна', ' тривимірна фігура з шістьма квадратними або прямокутними сторонами', ' група країн в особливому союзі'], ['block: block passage through', 'block: an obstruction in a pipe or tube', 'block: a metal casting containing the cylinders and cooling ducts of an engine', 'block: a three-dimensional shape with six square or rectangular sides', 'bloc: a group of countries in special alliance']]]
ukrajinet-249-n	['блок', 'секція', 'ділениця']	[[['i29101', 'i50855', 'i53423', 'i110067', 'i80089'], [' заблокувати прохід', ' перешкода в трубі або трубі', ' металевий виливок, що містить циліндри та канали охолодження двигуна', ' тривимірна фігура з шістьма квадратними або прямокутними сторонами', ' група країн в особливому союзі'], ['block: block passage through', 'block: an obstruction in a pipe or tube', 'block: a metal casting containing the cylinders and cooling ducts of an engine', 'block: a three-dimensional shape with six square or rectangular sides', 'bloc: a group of countries in special alliance']], [['i80283'], [' підрозділ оркестру, що складається з інструментів одного класу'], ['section: a division of an orchestra containing all instruments of the same class']]]
ukrajinet-250-n	['блокування']	[[['i29786', 'i55152', 'i55786'], [' утримувати в положенні блокування', ' пристрій, що запобігає запуску двигуна автомобіля', ' шайба, яка запобігає ослабленню гайки'], ['interlock: hold in a locking position', 'interlock: a device that prevents an automotive engine from starting', 'lockring: washer that prevents a nut from loosening']]]
ukrajinet-256-v	['брати']	[[['i34687', 'i35249', 'i31738', 'i33076', 'i79971'], [' здійснювати', ' мати при собі', ' відвозити когось кудись', ' вимагати (часу або простору)', ' (множина) миряни - члени чоловічого релігійного ордену'], ['take: carry out', 'take: have with oneself', 'take: take somebody somewhere', 'take: require (time or space)', 'brethren: (plural) the lay members of a male religious order']]]
ukrajinet-271-n	['бустер', 'прискорювач попередній', 'пришвидшувач попередній', 'підгнітник', 'насос проміжний', 'нагнітень проміжний', 'гнітильник проміжний', 'насмок проміжний', 'насос бустерний', 'нагнітень бустерний', 'гнітильник бустерний', 'насмок бустерний', 'прискорювач бустерний', 'пришвидшувач бустерний', 'нагнітниця проміжна', 'смочка проміжна', 'помпа проміжна', 'нагнітниця бустерна', 'смочка бустерна', 'помпа бустерна', 'підпошвидник', 'підприскорник', 'підприскорювач', 'прискорець', 'підпорскувач']	[[['i92291', 'i88644'], [' той, хто активно підтримує та захищає', ' злодій, який краде товари, що знаходяться в магазині'], ['booster: someone who is an active supporter and advocate', 'booster: a thief who steals goods that are in a store']]]
ukrajinet-272-v	['бути']	[[['i34989', 'i34708', 'i35144', 'i33077'], [' бути ідентичним або еквівалентним', ' існувати, зберегтися', ' представляти, як персонаж на сцені', ' витрачати або використовувати час'], ['be: be identical or equivalent to', 'be: have an existence, be extant', 'be: represent, as of a character on stage', 'be: spend or use time']]]
ukrajinet-274-n	['вага']	[[['i63417', 'i64161', 'i108194', 'i63422'], [' вертикальна сила, яку чинить маса під дією сили тяжіння', ' відносна важливість, яку надають чомусь', ' одиниця, що використовується для вимірювання ваги', ' властивість мати велику масу'], ['weight: the vertical force exerted by a mass as a result of gravity', 'weight: the relative importance granted to something', 'weight: a unit used to measure weight', 'heft: the property of being large in mass']]]
ukrajinet-276-n	['важіль', 'підойма', 'підвага', 'вирло', 'підважня']	[[['i29701', 'i97887'], [' рухати або змушувати, особливо в спробі щось відкрити', ' механічна перевага, отримана завдяки можливості використання важеля'], ['lever: to move or force, especially in an effort to get something open', 'leverage: the mechanical advantage gained by being in a position to use a lever']]]
ukrajinet-287-n	['ванна', 'купільниця']	[[['i109271', 'i36749', 'i50550'], [' кількість, яку вміщує ванна', ' замочування та миття у ванні', ' посудина з рідиною, в яку щось занурюють (для обробки, підтримання постійної температури або змащування)'], ['tub: the amount that a tub will hold', 'bath: a soaking and washing in a bathtub', 'bath: a vessel containing liquid in which something is immersed (as to process it or to maintain it at a constant temperature or to lubricate it)']]]
ukrajinet-303-v	['вводити']	[[['i22177', 'i28842'], [' давати або наносити (ліки)', " вводити (дані або програму) в комп'ютер"], ['administer: give or apply (medications)', 'input: enter (data or a program) into a computer']]]
ukrajinet-310-n	['вентилятор', 'вітрячок', 'вітровик', 'провітрювач']	[[['i53338', 'i50865'], [' вентилятор, що працює від електродвигуна', ' пристрій, що створює потік повітря'], ['blower: a fan run by an electric motor', 'blower: a device that produces a current of air']]]
ukrajinet-316-n	['маківка', 'вершина', 'верховина', "верхів'я", 'грунь', 'прочіл', 'вершава', 'верхівля']	[[['i82542', 'i67710', 'i82274'], [' найвища точка (чогось)', ' точка перетину ліній або точка, протилежна основі фігури', ' вершина або крайня точка чогось (зазвичай гори або пагорба)'], ['vertex: the highest point (of something)', 'vertex: the point of intersection of lines or the point opposite the base of a figure', 'summit: the top or extreme point of something (usually a mountain or hill)']]]
ukrajinet-324-n	['взірець', 'зразок', 'еталон']	[[['i67970', 'i68045', 'i67966'], [' те, що слід наслідувати', ' модель, яку вважають гідною наслідування', ' ідеальний екземпляр'], ['exemplar: something to be imitated', 'pattern: a model considered worthy of imitation', 'paragon: an ideal instance']]]
ukrajinet-325-n	['взірець', 'зразок', 'еталон', 'приклад']	[[['i67970', 'i68045', 'i67966'], [' те, що слід наслідувати', ' модель, яку вважають гідною наслідування', ' ідеальний екземпляр'], ['exemplar: something to be imitated', 'pattern: a model considered worthy of imitation', 'paragon: an ideal instance']], [['i75102'], [' поява чогось'], ['instance: an occurrence of something']]]
ukrajinet-340-v	['виділяти', 'концентрувати']	[[['i23561', 'i25358'], [' стискати або зосереджувати', ' зосереджувати або вирівнювати'], ['concentrate: compress or concentrate', 'concentre: bring into focus or alignment']]]
ukrajinet-345-n	['визначення']	[[['i61771', 'i36210'], [' чіткість контурів', ' акт визначення властивостей чогось, зазвичай шляхом дослідження або розрахунку'], ['definition: clarity of outline', 'determination: the act of determining the properties of something, usually by research or calculation']]]
ukrajinet-348-n	['вилка', 'видельце', 'виделко', 'ріжки', 'рогачик']	[[['i37446', 'i110065'], [' акт розгалуження або поділу на гілки', " область кута, утвореного при з'єднанні двох гілок"], ['fork: the act of branching out or dividing into branches', 'fork: the region of the angle formed by the junction of two branches']]]
ukrajinet-349-n	['вилка', 'видельце', 'виделко', 'ріжки', 'рогачик', 'чаплія']	[[['i37446', 'i110065'], [' акт розгалуження або поділу на гілки', " область кута, утвореного при з'єднанні двох гілок"], ['fork: the act of branching out or dividing into branches', 'fork: the region of the angle formed by the junction of two branches']]]
ukrajinet-350-n	['вилучення']	[[['i107565', 'i106335', 'i70277'], [' процес отримання чогось із суміші або сполуки хімічним, фізичним або механічним способом', ' дохід або прибуток, що виникає від таких операцій, як продаж землі або іншого майна', ' пропуск, який робиться, коли редакційна правка скорочує написаний уривок'], ['extraction: the process of obtaining something from a mixture or compound by chemical or physical or mechanical means', 'takings: the income or profit arising from such transactions as the sale of land or other property', 'deletion: the omission that is made when an editorial change shortens a written passage']]]
ukrajinet-355-n	['вимірювання часу', 'засікання часу', 'хронометраж', 'часоміряння', 'відлік часу', 'хронометрування']	[[['i116956', 'i63518'], [' дія або процес визначення часу', ' час, коли щось відбувається'], ['timekeeping: the act or process of determining the time', 'timing: the time when something happens']]]
ukrajinet-358-v	['виникати', 'поставати']	[[['i34801', 'i34794'], [" з'являтися або з'являтися на світ", " з'являтися на світ"], ['arise: originate or come into being', 'arise: come into existence']]]
ukrajinet-366-n	['випаровування']	[[['i108035', 'i36553', 'i112701'], [' процес перетворення на пару', ' знищення шляхом випаровування чогось', ' стан депресії'], ['vaporisation: the process of becoming a vapor', 'vaporisation: annihilation by vaporizing something', 'vapours: a state of depression']]]
ukrajinet-393-v	['випромінювати', 'висилати']	[[['i35515', 'i24370'], [' посилати промені або хвилі', ' випускати або виходити у вигляді променів або хвиль'], ['radiate: send out rays or waves', 'radiate: issue or emerge in rays or waves']]]
ukrajinet-397-n	['випуск', 'викид', 'вихлоп', 'вихлип']	[[['i71270', 'i41182', 'i70078'], [' частина телесеріалу, що транслюється в ефірі', ' акт про видачу друкованої продукції', ' частина опублікованої серії'], ['instalment: a part of a broadcast serial', 'issue: the act of issuing printed materials', 'instalment: a part of a published serial']], [['i75778', 'i115104'], [' виникнення потоку води (як з труби)', ' речовина, що викидається або вивільняється'], ['emission: the occurrence of a flow of water (as from a pipe)', 'discharge: a substance that is emitted or released']]]
ukrajinet-400-n	['виробник', 'виготовляч', 'виготовлювач']	[[['i75205', 'i91211'], [' той, хто виробляє', ' той, хто виробляє щось'], ['producer: something that produces', 'manufacturer: someone who manufactures something']]]
ukrajinet-411-n	['вихід']	[[['i35640', 'i27179', 'i53516', 'i61322', 'i35723'], [' акт виходу (або виходу) на вулицю', ' припинити протистояння', ' отвір, який дозволяє втекти або звільнитися', ' кількість продукту', ' подорож великої групи з метою втечі з ворожого середовища'], ['egress: the act of coming (or going) out', 'yield: cease opposition', 'outlet: an opening that permits escape or release', 'yield: an amount of a product', 'exodus: a journey by a large group to escape from a hostile environment']]]
ukrajinet-412-v	['виходити']	[[['i31816', 'i23843'], [' виїжджати або виходити з', " з'являтися або ставати видимим"], ['go out: move out of or depart from', 'come out: appear or become visible']]]
ukrajinet-413-n	['вихор', 'ротор']	[[['i109858', 'i75820'], [' форма чогось, що швидко обертається', ' плутаний рух'], ['vortex: the shape of something rotating rapidly', 'whirl: confused movement']]]
ukrajinet-416-n	['виявлення']	[[['i38763', 'i36207'], [' поліцейське розслідування з метою встановлення особи, яка вчинила злочин', ' акт виявлення чогось'], ['detection: a police investigation to determine the perpetrator', 'spotting: the act of detecting something']]]
ukrajinet-417-n	['виявлення', 'відшукання']	[[['i38763', 'i36207'], [' поліцейське розслідування з метою встановлення особи, яка вчинила злочин', ' акт виявлення чогось'], ['detection: a police investigation to determine the perpetrator', 'spotting: the act of detecting something']]]
ukrajinet-419-n	['виявлення', 'місцевизначення']	[[['i38763', 'i36207'], [' поліцейське розслідування з метою встановлення особи, яка вчинила злочин', ' акт виявлення чогось'], ['detection: a police investigation to determine the perpetrator', 'spotting: the act of detecting something']]]
ukrajinet-420-v	['виявляти', 'відшукувати']	[[['i32470', 'i32526'], [' робити явним', ' виявляти або визначати існування, присутність або факт'], ['reveal: make manifest', 'detect: discover or determine the existence, presence, or fact of']]]
ukrajinet-421-v	['виявляти', 'місцевизначати']	[[['i32470', 'i32526'], [' робити явним', ' виявляти або визначати існування, присутність або факт'], ['reveal: make manifest', 'detect: discover or determine the existence, presence, or fact of']]]
ukrajinet-450-n	['відмова', 'неспрацювання']	[[['i74523', 'i74515', 'i35696', 'i36528'], [' акт відмови', ' акт відмови у виконанні (як у випадку з проханням)', ' відмова від підтримки або допомоги, незважаючи на відданість або відповідальність', ' офіційна письмова заява про відмову від прав'], ['refusal: the act of refusing', 'denial: the act of refusing to comply (as with a request)', 'abandonment: withdrawing support or help despite allegiance or responsibility', 'waiver: a formal written statement of relinquishment']]]
ukrajinet-451-v	['віднімати', 'відбирати']	[[['i24699', 'i24385'], [' віднімати або віднімати', ' забирати частину від'], ['subtract: take off or away', 'detract: take away a part from']]]
ukrajinet-453-n	['відношення']	[[['i74617', 'i109525'], [' акт оповіді', ' відносна величина двох величин (зазвичай виражається у вигляді частки)'], ['relation: an act of narration', 'ratio: the relative magnitudes of two quantities (usually expressed as a quotient)']]]
ukrajinet-454-n	['відображення', 'відтворення видиме']	[[['i58049', 'i109343'], [' зображення чогось, відбите дзеркалом (або іншим відбивним матеріалом)', ' (математика) математичне відношення, при якому кожному елементу даної множини (області визначення функції) ставиться у відповідність елемент іншої множини (області визначення функції)'], ['reflection: the image of something as reflected by a mirror (or other reflective material)', 'mapping: (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)']]]
ukrajinet-456-n	['відображення']	[[['i58049', 'i109343'], [' зображення чогось, відбите дзеркалом (або іншим відбивним матеріалом)', ' (математика) математичне відношення, при якому кожному елементу даної множини (області визначення функції) ставиться у відповідність елемент іншої множини (області визначення функції)'], ['reflection: the image of something as reflected by a mirror (or other reflective material)', 'mapping: (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)']]]
ukrajinet-457-n	['відображення']	[[['i58049', 'i109343'], [' зображення чогось, відбите дзеркалом (або іншим відбивним матеріалом)', ' (математика) математичне відношення, при якому кожному елементу даної множини (області визначення функції) ставиться у відповідність елемент іншої множини (області визначення функції)'], ['reflection: the image of something as reflected by a mirror (or other reflective material)', 'mapping: (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)']]]
ukrajinet-460-n	['відповідність', 'адекватність']	[[['i74366', 'i41691', 'i61823'], [' збіг думок', ' діяти відповідно до певних прийнятих стандартів', ' відповідність за формою або зовнішнім виглядом'], ['accordance: concurrence of opinion', 'compliance: acting according to certain accepted standards', 'conformity: correspondence in form or appearance']]]
ukrajinet-461-n	['відпочинок']	[[['i117514', 'i29239', 'i25584', 'i21838', 'i40987', 'i34665'], [' пауза для розслаблення', ' відпочивати на подушці або як на подушці', ' дайте відпочити', ' перебувати у стані спокою', ' свобода від активності (роботи, навантаження чи відповідальності)', ' бути неактивним, утримуватися від дій'], ['rest: a pause for relaxation', 'rest: rest on or as if on a pillow', 'rest: give a rest to', 'rest: be at rest', 'rest: freedom from activity (work or strain or responsibility)', 'rest: be inactive, refrain from acting']]]
ukrajinet-464-n	['відрізок', 'відтинок']	[[['i59679', 'i116728'], [' пряма ділянка іподрому', ' безперервний період часу, протягом якого ви щось робите'], ['stretch: a straightaway section of a racetrack', 'stint: an unbroken period of time during which you do something']]]
ukrajinet-467-n	['відстань']	[[['i116947', 'i63941', 'i116948'], [' інтервал між двома часом', ' розмір проміжку між двома точками', ' віддалений момент часу'], ['distance: the interval between two times', 'distance: size of the gap between two places', 'distance: a remote point in time']]]
ukrajinet-468-n	['відступ', 'відхід']	[[['i36630', 'i72252', 'i35703', 'i37037', 'i28062'], [' (закон) часткове припинення дії закону', ' (військовий) сигнал про початок відходу з небезпечної позиції', ' (військовий) акт відступу (особливо впорядковане виведення військ)', ' блукання з основного шляху подорожі', ' зробити заглиблення в'], ['derogation: (law) the partial taking away of the effectiveness of a law', 'retreat: (military) a signal to begin a withdrawal from a dangerous position', 'pullback: (military) the act of pulling back (especially an orderly withdrawal of troops)', 'digression: wandering from the main path of a journey', 'indent: make a depression into']]]
ukrajinet-470-n	['відтворення']	[[['i40181', 'i67181'], [' акт творення заново', ' пригадування, яке, за гіпотезою, працює завдяки збереженню початкового введення стимулу та його відтворенню під час пригадування'], ['re-creation: the act of creating again', 'reproduction: recall that is hypothesized to work by storing the original stimulus input and reproducing it during recall']]]
ukrajinet-473-n	['відтворення', 'реконструкція']	[[['i40181', 'i67181'], [' акт творення заново', ' пригадування, яке, за гіпотезою, працює завдяки збереженню початкового введення стимулу та його відтворенню під час пригадування'], ['re-creation: the act of creating again', 'reproduction: recall that is hypothesized to work by storing the original stimulus input and reproducing it during recall']], [['i74353'], [' інтерпретація, сформована шляхом збирання докупи шматочків доказів'], ['reconstruction: an interpretation formed by piecing together bits of evidence']]]
ukrajinet-474-v	['відтворювати', 'передавати']	[[['i25409', 'i32901', 'i33198', 'i32895', 'i32897', 'i26253', 'i33709', 'i32145'], [' передавати інформацію', ' передавати іншому', ' передавати когось або щось іншому', ' дарувати або передавати у володіння', ' передавати, як у спадок', ' (про інформацію) робити відомим', ' передавати або делегувати комусь іншому', ' передавати або слугувати засобом для передачі'], ['put across: transmit information', 'convey: transfer to another', 'hand over: to surrender someone or something to another', 'pass on: give to or transfer possession of', 'hand down: passed on, as by inheritance', 'convey: (of information) make known', 'devolve: pass on or delegate to another', 'convey: transmit or serve as the medium for transmission']]]
ukrajinet-476-v	['відтворювати', 'реконструювати']	[[['i34457', 'i30026'], [' повернути до початкового або придатного для використання та функціонування стану', ' відлити або змоделювати заново'], ['reconstruct: return to its original or usable and functioning condition', 'remodel: cast or model anew']]]
ukrajinet-493-n	['вістря', 'гостря', 'шпичка', 'шпичак', 'шпиньок']	[[['i53895', 'i57492', 'i63647'], [' колючка на гарпуні або стрілі', ' гострий кінець', ' властивість форми, яка звужується до гострого кінчика'], ['fluke: a barb on a harpoon or arrow', 'point: sharp end', 'point: the property of a shape that tapers to a sharp tip']]]
ukrajinet-506-n	['вода']	[[['i115125', 'i33539', 'i23981', 'i85104', 'i79021'], [' рідкий екскреторний продукт', ' забезпечити водою', ' наповнити сльозами', ' частина земної поверхні, покрита водою (наприклад, річка, озеро або океан)', ' рідина, необхідна для життя більшості тварин і рослин'], ['water: liquid excretory product', 'water: provide with water', 'water: fill with tears', "water: the part of the earth's surface covered with water (such as a river or lake or ocean)", 'water: a liquid necessary for the life of most animals and plants']]]
ukrajinet-508-n	['водозбір', 'басейн', 'сточище\xa0', 'сточисько', 'стоковище', 'стоковисько']	[[['i109217', 'i82502', 'i81821', 'i57540', 'i86004'], [' кількість, яку вміщує басейн', ' щось, що нагадує басейн з рідиною', ' вся географічна територія, що дренується річкою та її притоками', ' виїмка, яка (зазвичай) заповнена водою', ' невелика водойма зі стоячою водою (дощовою) або іншою рідиною'], ['basin: the quantity that a basin will hold', 'pool: something resembling a pool of liquid', 'basin: the entire geographical area drained by a river and its tributaries', 'pool: an excavation that is (usually) filled with water', 'pool: a small body of standing water (rainwater) or other liquid']]]
ukrajinet-511-n	['вологість', 'вміст вологи', 'вільгість']	[[['i24616', 'i113388', 'i113389'], [' стримувати чи відштовхувати', ' вологість в атмосфері', ' стан теплої вологості'], ['damp: restrain or discourage', 'humidness: wetness in the atmosphere', 'mugginess: a state of warm humidity']]]
ukrajinet-512-n	['вологість', 'вільгість', 'вогкість', 'сиравість']	[[['i24616', 'i113388', 'i113389'], [' стримувати чи відштовхувати', ' вологість в атмосфері', ' стан теплої вологості'], ['damp: restrain or discourage', 'humidness: wetness in the atmosphere', 'mugginess: a state of warm humidity']]]
ukrajinet-524-n	['вплив', 'дія']	[[['i36240', 'i36243', 'i92182'], [' акт піддавання когось досвіду, що впливає на нього', ' сильно впливає', ' один має владу впливати на іншого'], ['exposure: the act of subjecting someone to an influencing experience', 'impact: influencing strongly', 'influence: one having power to influence another']], [['i107768', 'i69970', 'i35610', 'i41594'], [' процес, що існує в природі або створений природою (а не за наміром людини)', ' серія подій, що утворюють сюжет', ' щось зроблене (зазвичай на противагу сказаному)', ' акт державного органу або наднаціональної організації'], ['action: a process existing in or produced by nature (rather than by the intent of human beings)', 'action: the series of events that form a plot', 'action: something done (usually as opposed to something said)', 'action: an act by a government body or supranational organization']]]
ukrajinet-526-v	['впроваджувати']	[[['i28839', 'i23484', 'i24139', 'i34491', 'i33787'], [' вносити або вводити в щось', ' бути попередником', ' доводити до завершення або доводити до успішного вирішення питання', ' забезпечувати дотримання законів і правил', ' застосовувати у спосіб, що відповідає його призначенню або дизайну'], ['introduce: put or introduce into something', 'introduce: be a precursor of', 'implement: pursue to a conclusion or bring to a successful issue', 'implement: ensure observance of laws and rules', 'implement: apply in a manner consistent with its purpose or design']]]
ukrajinet-529-n	['вставка']	[[['i71832', 'i54518', 'i37422'], [' повідомлення (усне або письмове), яке вводиться або вставляється', ' шматок матеріалу, який використовується для зміцнення або збільшення одягу', ' (фільм) стоп-кадр, який вводиться і перериває дію фільму'], ['insertion: a message (spoken or written) that is introduced or inserted', 'inset: a piece of material used to strengthen or enlarge a garment', 'insert: (film) a still picture that is introduced and that interrupts the action of a film']]]
ukrajinet-530-v	['встановлювати', 'монтувати']	[[['i29975', 'i33867'], [' здійснювати', ' створювати або знаходити'], ['establish: bring about', 'establish: set up or found']]]
ukrajinet-531-v	['встановлювати', 'налагоджувати']	[[['i29975', 'i33867'], [' здійснювати', ' створювати або знаходити'], ['establish: bring about', 'establish: set up or found']]]
ukrajinet-532-v	['встановлювати', "з'ясовувати"]	[[['i29975', 'i33867'], [' здійснювати', ' створювати або знаходити'], ['establish: bring about', 'establish: set up or found']]]
ukrajinet-533-n	['втрата']	[[['i106744', 'i35762'], [' те, що втрачено', ' акт втрати когось або чогось'], ['loss: something that is lost', 'loss: the act of losing someone or something']]]
